IncidentDate,Time,MGRS,Latitude,Longitude,Admin0,Admin1,Admin2,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,ConflictOrCrimeOriented,Notes
2023-04-03,,37PEK4465988757,8.9447,39.4063,Amhara,North Shewa,Arerti,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,"Alleged members of the Samri group from Sudan infiltrated Humera, setting fire to 2,500 quintals of cotton stalks and killing an unconfirmed number of day laborers.",0,0,No,No,,Unknown,
2023-04-03,,37PDP7304027186,12.0056,38.7523,Amhara,North Wollo,Meket,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,Sources reported a clash between local youths and refugees in Jewi Camp in the Itang Special Woreda,0,0,No,No,,Unknown,
2023-04-03,,37PCM3539268551,10.5675,37.4955,Amhara,West Gojam,Dembecha Town,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,Protests erupted by residents calling for the GOE to recognize their ethnicity as Amharans.,0,0,No,No,,Unknown,
2023-04-03,,37PCM2231580943,10.6789,37.3754,Amhara,West Gojam,Jiga,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A clash reportedly broke out between Amhara militia and Tigray fighters resulting in at least one militia member killed.,0,0,No,No,,Unknown,
2023-04-03,,37PEN6790376779,11.5492,39.6228,Amhara,North Wollo,Wurgesa,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,Sources reported sustained gunfire between the OLA militant group and Amhara farmers.,0,0,No,No,,Unknown,
2023-04-03,,37PBN9855163117,11.4205,37.1536,Amhara,West Gojam,Merawi,No,,No,Protest,Unidentified,Amhara Adminstration,Demonstration,A member of the regional security forces was killed in the rural village of Gildak.,0,0,No,No,,Unknown,
2023-04-01,,37PEK9085489362,8.9494,39.8265,Oromia,East Shewa,Illala,No,,Yes,Armed Clash,UAG,Unclear,Crime,UAG attacked and killed 8 individuals in Metehara Town.,0,0,No,No,,Conflictoriented,
2023-03-31,,37PFM8153021999,10.1458,40.6569,Afar,Zone 3,Gewane,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,"Clashes between the Somali, Geri, and Oromo Jarso clans continued in the Sheikmod and Sancade kebeles, Tulu Guled woreda, resulting in 13 deaths since March 15 and an unknown number of injured.",0,0,No,No,,Conflict oriented,
2023-03-30,,37PDM6124818828,10.1212,38.6463,Oromia,North Shewa,,No,,Yes,Armed Clash,OLA,Residents,Crime,"Unidentified armed men kidnapped Mr. Negussie Berhanu, a political analyst, from the Mekanisa area in Nefas Silk-Laphto Sub-city",Several,0,No,No,,Crime oriented,
2023-03-30,,37PBL3091505333,9.0866,36.552,Oromia,East Wellega,Nekemte,No,,Yes,Crime/Killing,UAG,Ruling party Senior official,Crime,"Unidentified armed men kidnapped Mr. Taye Bogal, history teacher and activist, from Bole Yod Abyssinia area in Bole Sub-city",1,0,No,No,,Crime oriented,
2023-03-29,,37PGM3746105712,9.9957,41.1662,Somali,Sitti,,No,,Yes,Intercommunal Violence,,,Miscellaneous,Armed clash occurred between GOE and a UAG in the vicinity of Shambu and Kara Konte.,0,0,No,No,,Conflict oriented,
2023-03-27,,38PKS3428089889,10.7545,42.5703,Somali,Sitti,Aysha,No,,Yes,Protest,ENDF,Protesters,Demonstration,"A UAG reportedly ambushed three military vehicles in the Wollo Sefer area of Sasiga woreda, resulting in an unknown number of casualties.",3,0,No,No,,Unknown,
2023-03-26,,38PKT4131518754,11.0159,42.6326,Somali,Sitti,Dewele,No,,Yes,Protest,Issa Somali Clan,Road closure,Demonstration,Armed clash occurred between GOE and a UAG in the vicinity of Chawaka. No reports of casualties,0,0,No,No,,Conflict orinted,
2023-03-22,,37PCP6026839797,12.1168,37.7159,Amhara,Southern Gondar,,No,,Yes,Crime/Killing,UAG,USAID implementing partner employee,Crime,Armed clash occurred between GOE and a UAG in the vicinity of Daki/Dek. Three were reportedly killed,1,0,No,No,,Unknown,
2023-03-21,,37PBR4233480217,14.2818,36.6117,Tigray,Western Tigray,Humera,No,,Yes,Cross-border attack,Samri group from Sudan,Cotton Stalks,Crime,Armed clash occurred between GOE and UAG in the vicinity of Arboye. At least one person was reportedly killed.,Unknown,0,No,No,,Crime oriented,
2023-03-21,,36PXQ3897308175,8.214,34.2617,Gambella,Nuer,,No,,Yes,Intercommunal Violence,Local Youth & refugees,,Miscellaneous,Armed clash occurred between GOE and a UAG in the vicinity of Tore Badiye. One reportedly killed and unknown number injured,0,0,No,No,,Conflict oriented,
2023-03-18,,37PEP6070574478,12.4328,39.5586,Tigray,Southern Tigray,Alamata,No,,No,Protest,Protesters,GOE,Demonstration,"Armed clash occurred between GOE and UAG in the vicinity of Bofa in Boset Woreda, East Shewa.",0,0,No,No,,conflict oriented,
2023-03-17,,37PCR5849029575,13.8324,37.6907,Tigray,Western Tigray,Mai Gaba,No,,Yes,Armed Clash,Amhara & Tigray fighters,Militias,Crime,"Conflict broke out between Jarso-Oromo and Geri-Somali ethnic groups, with casualties reported on both sides. Tensions are reportedly high in the area.",1,0,No,No,,conflict oriented,
2023-03-17,,37PEM9138787202,10.7386,39.8358,Amhara,North Shewa,Majete,No,,Yes,Armed Clash,OLA & Amhara farmers,,Crime,"Sources reported clashes occurred between the OLA and government forces in Haroo Kerensa Kebele, which is in the Fentale Woreda within the East Shewa Zone of the Oromia Region. The clashes lasted from morning until evening yesterday.",0,0,No,No,,conflict oriented,
2023-03-17,,36PWQ8343613096,8.2598,33.7576,Gambella,Nuer,,No,,Yes,Crime/Killing,UAG,Regional security force,Crime,Security forces cracked down on protestors using tear gas around Menlik Square and Meskel Square during the annual Adwa celebration.,1,0,No,No,,Crime oriented,
2023-03-17,,37PFK0104184215,8.9027,39.919,Oromia,East Shewa,Metehara,No,,Yes,Crime/Killing,UAG,Individuals,Crime,800 arrested following protests during Adwa Day celebration IVO Menelik Square in Addis Ababa. Tear gas was reportedly deployed and at least 1 protester was killed.,8,0,No,No,,Crime oriented,
2023-03-17,,38PKR5249070426,9.6762,42.7444,Somali,Fafan,,No,,Yes,Intercommunal Violence,Somali & Oromo clans,,Miscellaneous,"On February 27th at approximately 10 am, fighting between Somali forces (Forces from the federal government in Mogadishu and local militias in Dollo Somalia) reportedly occurred near a marketplace on the Ethiopian border in the Dollo Ado Zone, killing one and injuring 17 others. The disagreement reportedly occurred over the handling of a suspect who allegedly killed a high-ranking military officer in Mogadishu.",13,0,No,No,,conflict oriented,
2023-03-17,,37PDK6925292763,8.981,38.7203,Addis Ababa,,,No,,No,Kidnapping,UAG,Political analyst,Crime,"Fighting erupted between OLA-Shene and local militias allied with Oromia Special Forces, according to reports from sources.",0,0,No,No,,Crime oriented,
2023-03-17,,37PDK7728293881,8.9912,38.7933,Addis Ababa,,,No,,No,Kidnapping,UAG,Teacher,Crime,Murle tribesmen conducted a cross border raid killing one and injuring another,0,0,No,No,,Crime oriented,
2023-03-16,,37PBL9273456938,9.5564,37.1116,Oromia,Horo Gudru Wellega,,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,"A UAG reportedly attacked a Metehara Sugar Factory dormitory 10km from the factory killing 4 workers, including a child of a staff member",0,0,No,No,,conflict oriented,
2023-03-15,,37PBL2421814836,9.1721,36.4905,Oromia,East Wellega,,No,,Yes,Armed Clash,UAG,Military Vehicles,Crime,Sources report new Afar/Issa conflict near border between Afar and Somali regions in Sitti Zone (Erer Woreda). Issa militants were allegedly commandeering NGO vehicles to transport injured.,0,0,No,No,,conflict oriented,
2023-03-15,,37PAK8364986358,8.912,36.1237,Oromia,Buno Bedele,,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,"There are reports from the Foreign Affairs and Defense Standing Committee of the House of People's Representatives who said that South Sudanese militants have penetrated 200 kilometers into Southwest Ethiopia region. ˜The report stated that South Sudanese militants are controlling the traditional gold mining areas in Surma and Suri districts of Southwest Omo Zone, killing and evicting local people. ˜According to the report, the militants have taken control of a town in Suri district and even changed its name.",0,0,No,No,,conflict oriented,
2023-03-15,,37PCL6745106960,9.1075,37.7938,Oromia,West Shewa,Daki/Dek,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,"A bus was stopped by alleged OLA gunmen in a location known as ""Ayfa Uphill"" near Abomsa. Passengers were abducted and taken to an unknown location.",3,0,No,No,,conflict oriented,
2023-03-15,,37PEK7553027175,8.3873,39.6861,Oromia,Arsi,Arboye,No,,Yes,Armed Clash,GOE & UAG,Civilians,Crime,"On Sunday February 19,2023 several individuals have sustained injury following a conflict in a mosque in Oromia region Nekemte town .The incident took place around 4:00 pm when many followers have gathered for prayer. A group of youths who have rock and sticks in their hand came to the mosque and opened an attack",1,0,No,No,,conflict oriented,
2023-03-14,,37NDG0676160817,5.9778,38.1576,SNNP,West Guji,Tore Badiye,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,"On Sunday February 19,2023 Muslims religion followers protested in Kombolcha town of the Amhara region. The protestors said that our leader is Haji Umar Idris and we opposed the coup majlis.This protest was peaceful.",1,0,No,No,,conflict oriented,
2023-03-14,,37PEK4868636520,8.4721,39.4423,Oromia,East Shewa,Bofa,No,,Yes,Armed Clash,GOE & UAG,Unclear,Crime,Conflict was reported between the Desench and Hammer communities over grazing land,0,0,No,No,,conflict oriented,
2023-03-14,,38PKR7679757684,9.5624,42.9665,Somali,Fafan,,No,,Yes,Intercommunal Violence,Oromo & Somali ethnic group,,Miscellaneous,"A hand grenade was reportedly thrown at a vehicle in the parking lot of the Jacaranda Hotel around 23:30. The blast damaged several cars, though no reported injuries",0,0,No,No,,conflict oriented,
2023-03-10,,37PEK8526676551,8.8337,39.7754,Oromia,East Shewa,,No,,Yes,Armed Clash,OLA & GOE,,Crime,3 killed and 30 reportedly injured after security officers fired on protesters in Welkite,0,0,No,No,,Conflict oriented,
2023-03-02,,37PDK7278098818,9.0358,38.7523,Addis Ababa,Addis Ababa,Addis Ababa,No,,Yes,Protest,Security forces,Protesters,Demonstration,"Residents held a demonstration allegedly over lack of access to drinking water. Clashes were reported between residents and security forces leading police to fire on civilians, reportedly killing 2 and injuring 7.",0,0,No,No,,Unknown,
2023-03-02,,37PDK7276898811,9.0357,38.7522,Addis Ababa,Addis Ababa,Addis Ababa,No,,No,Protest,GOE forces,Protesters,Demonstration,Altercations reported between residents and police due to police demolishing houses claimed to be built illegally,1,0,No,No,,Unknown,
2023-02-27,10:00,38NJK7301261131,4.1664,42.055,Somali,Liben,Dolo Odo,No,,Yes,Armed Clash,Somalia forces,,Crime,"Eritrean forces allegedly abducted 10 young men from Gure Endagabir, near Aksum.",1,17,Yes,No,,conflict oriented,
2023-02-27,,37NCG9777848409,5.8654,38.0766,Oromia,Borena,,No,,Yes,Armed Clash,OLA & Oromia special forces,,Crime,An armed attack was launched by an unidentified militia in the vicinity of Jardega in Jardega Jarte woreda. The militia looted properties before fighting with government security forces.,0,0,No,No,,conflict oriented,
2023-02-26,,36NXP7941807532,7.3027,34.6253,Gambella,Agnuak,,No,,Yes,Cross-border attack,Murle tribes men,Civilians,Crime,Fighting reported between UAG and govt security forces IVO Chida Kebicha in Kercha woreda resulted in at least 6 killed and unknown number injured.,1,1,Yes,No,,conflict oriented,
2023-02-24,,37PFK0168776537,8.8332,39.9247,Oromia,East Shewa,Metehara,No,,Yes,Armed Clash,UAG,Factory Dormitory,Crime,Fighting reported between UAG and govt security forces IVO Meki Town.,4,0,No,No,,conflict oriented,
2023-02-22,,37PGL6168766112,9.6363,41.3845,Somali,Sitti,,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,Fighting between a UAG and govt security forces IVO Fulultu in Fentale Woreda temporarily closed the Adama - Awash highway.,0,0,No,No,,conflict oriented,
2023-02-20,,36NYM3038079404,6.1425,35.0818,Southwest,South Omo,,No,,Yes,Cross-border attack,South Sudan militants,,Crime,Fighting reported between UAG and govt security forces IVO Liphitu in Bule Hora woreda resulted in at least 3 killed and unknown number injured.,0,0,Yes,No,,conflict oriented,
2023-02-20,,37PEK9296945546,8.5531,39.8448,Oromia,Arsi,Abomsa,No,,No,Kidnapping,OLA,Passangers,Crime,Fighting between a UAG and govt security forces was reported IVO Daka Kala in Liben woreda Guji.,0,0,No,No,,crime oriented,
2023-02-19,,37PBL3130305697,9.0899,36.5555,Oromia,East Wollega,Nekemte,No,,Yes,Crime,,,Crime,UAG reportedly attacked the Jara IDP center,0,0,No,No,,conflict oriented,
2023-02-19,,37PEN7927925183,11.0824,39.7259,Amhara,South Wollo,Kombolcha,No,,No,Protest,Muslim religon followers,Protesters,Demonstration,Armed men reportedly assaulted civilians in Merti Woreda,0,0,No,No,,Unknown,
2023-02-17,,37NAF8828320461,4.703,36.1904,SNNP,South Omo,,No,,Yes,Intercommunal Violence,Communities,,Miscellaneous,"The Murle tribe militants who crossed into Ethiopia's Gambella region from South Sudan have killed two individuals and injured one, according to Peace and Security Bureau of the region.",0,0,No,No,,conflict oriented,
2023-02-16,,37PCN2337082825,11.6,37.38,Amhara,Bahir Dar,Bahir Dar City,Yes,Grenade,Yes,Crime,UAG,Jacaranda Hotel,Explosive/Remote Violence,Police arresting three individuals those who were going to church wearing black.After the arrest a group of people were organized and throw a rock at the police injuring some.-	Police released the arrested people and situation is back to normal.A temporary road closure by the youth was also reported.,0,0,No,No,,crime orienetd,
2023-02-16,,37PCK6486016234,8.287,37.7729,SNNPR,Gurage,Welkite,No,,Yes,Protest,GOE forces,,Demonstration,"Fresh fighting was reported between Jarso and Geri clans on February 5th in four kebeles (Tuuranood, Geedanood, Teero, and Chidiile) in Tuli Guled Woreda of the Fafan Zone in Somali region, where the Somali region shares border with Oromia region in Chinaksen Woreda of East Hararge Zone of the Oromia Region. There are reports of casualties and torching down of residence.",3,30,Yes,No,,conflict oriented,
2023-02-15,,37PCK6522516764,8.2918,37.7762,SNNP,Gurage,Wolkite,No,,No,Protest,Residents,,Demonstration,"Continued clashes were reported between OLA forces and government troops in several locations across the Kellem Wollega, East Wollega, and West Shewa Zones. Reportedly, OLA rebel forces have taken control of Yemalogi Welel Woreda in Kellem Wollega Zone",2,7,Yes,No,,Unknown,
2023-02-15,,37PDL7691101790,9.0627,38.7899,Addis Ababa,Addis Ababa,Addis Ababa,No,,No,Protest,Police & Residents,Demolishing houses,Demonstration,A conflict reportedly broke out between Sudanese and Ethiopian armed groups near Alfashaqa in Armachiho Woreda of West Gondar Zone in a place called Abotir in the Ethio-Sudanese border. The incident has reportedly caused casualties and the situation is reported to be under control by the defense forces of both countries.,0,0,No,No,,conflict oriented,
2023-02-14,,37PDR7799767421,14.178,38.7961,Tigray,Central Tigray,Gure,No,,No,Kidnapping,Eritrean foces,Civilians,Crime,"VOA reported that it has heard from residents that OLF-Shene militants killed 60 civilians las week. The report is confirmed by the district administrator who said that members of the district administration and security personnel were also killed. The OLF-Shene ,on the other hand said that the attack was against ?Amhara regional forces ?who were on training at a training center in the area.",0,0,No,No,,crime oriented,
2023-02-13,,37PBL8263484581,9.8058,37.0182,Oromia,Horo Gudru Wellega,,No,,Yes,Armed Clash,UAG,Civilians & GOE forces,Crime,"UAG attacked a group of 9 Chinese nationals in Gebre Guracha, resulting in the death of 1.",0,0,No,No,,conflict oriented,
2023-02-12,,37NDG4637937482,5.7671,38.5157,Oromia,Guji,Chida Kebicha,No,,Yes,Armed Clash,UAG & GOE,,Crime,"An explosive device was allegedly thrown into the Wegage Hotel, a location currently used by the ENDF as a military base",6,0,No,No,,conflict oriented,
2023-02-12,,37PDK8034803416,8.1729,38.8216,Oromia,East Shewa,Meki,No,,Yes,Armed Clash,UAG & GOE,,Crime,"Armed group, suspected to be OLA-Shene, attacked passengers on the road resulting in multiple fatalities",0,0,No,No,,conflict oriented,
2023-02-11,,37PEK8720382563,8.888,39.7931,Oromia,East Shewa,Fulultu,No,,Yes,Armed Clash,UAG & GOE,Road closure,Crime,"Reporting indicated ongoing and intensive fighting on January 27, 2023 in four Kebeles of the Antsokia Gemza woreda of North Shewa zone between GOE forces and rebels",0,0,No,No,,conflict oriented,
2023-02-11,,37NDG2530629188,5.6919,38.3255,Oromia,West Guji,Liphitu,No,,Yes,Armed Clash,UAG & GOE,,Crime,"OLA reportedly attacked Gedeb Town killing five. The group allegedly robbed a bank and stormed a prison, freeing an unspecified number of detainees.",3,0,No,No,,conflict oriented,
2023-02-10,,37NEF6830568471,5.1427,39.6163,Oromia,Guji,Daka Kala,No,,Yes,Armed Clash,UAG & GOE,,Crime,Unidentified individuals set fire to the St. George Orthodox Church in Awash Melka,0,0,No,No,,conflict oriented,
2023-02-10,,37PEN9784692695,11.6924,39.8978,Amhara,South Wollo,Jara IDP Site,No,,Yes,Armed Clash,UAG,IDP Center,Crime,"Unidentified gunmen kidnapped 20 employees of the Dangote Cement Factory. The employees were released on Jan 30 after paying ransoms priced at between 50,000-100,000 Birr",0,0,No,No,,crime oriented,
2023-02-08,,37PEK9270943931,8.5385,39.8424,Oromia,East Shewa,,No,,Yes,Crime,Armed men,Civilians,Crime,"Residents of Gursum Woreda in the Fafan Zone of the Somali Region held a peaceful protest against regional President Mustafa Mohammed and his clan. According to the report, regional special forces may have used excessive force against the protestors",0,0,No,No,,crime oriented,
2023-02-07,,36NXP6572438137,7.5799,34.5022,Gambella,Anyuak,Gog,No,,Yes,Cross-border attack,Murle tribe militants,,Crime,"Flighting between a UAG and Amharan Special Forces was reported IVO Jewaha and Senbete, leading to the closure of the main A2 highway between Debra Birhan and Dessie",2,1,,No,,Conflict oriented,
2023-02-06,,37PDK6617198912,9.0366,38.6922,Addis Ababa,Kolfe Keranyo,Addis Ababa,No,,No,Protest,Police,Group of people,Demonstration,"OLA fighters reportedly attacked ENDF positions in Kalaltu Sawa Village, Bule Hora, Guji Zone, resulting in a heavy gun battle. OLA claimed to have killed 47 and injured 33 soldiers. Three ENDF soldiers, including one Commander, were reportedly captured. A large cache of weapons was seized, including 33 AKM rifles, 20 hand grenades, among others. This incident is the 3rd large-scale attack by OLA in Bule Hora in 4 weeks.",0,3,No,No,,crime oriented,
2023-02-05,,38PKR3610542403,9.4219,42.5969,Oromia,East Hararge,,No,,Yes,Intercommunal Violence,Somali & Oromo clans,,Miscellaneous,"On January 18th, sources reported that Afar forces clashed with Issa Somali tribes in the newly formed Dhuunyar and Daymeed Woredas in the Sitti Zone of the Somali Region. At the same time, a tribal conflict broke out between Somali tribes in the Ma?ayso Woreda in the same zone, resulting in the death of five individuals and an unknown number of injuries due to limited access to communication networks in the area.",0,0,No,No,,conflict oriented,
2023-02-04,,36PYQ0468871058,8.7802,34.8608,Oromia,Kelem Wolega,,No,,Yes,Armed Clash,OLA & ENDF,,Crime,"UAG opened fire on Amharan Special Forces (ASF) troops at 23:30 on January 18, 2023. Brigade Commander Wagnew Azezew and Gondar Zone Peace and Security Officer Dagnachew Belete were shot in the chest and neck and received treatment in a local hospital. No group has claimed responsibility. The incident occurred on the same day ASF engaged with FANO militants in Metema Town (145 km west of Gondar) during a disarmament operation during Timket celebrations.",0,0,No,No,,conflict oriented,
2023-02-03,,37PBQ1241277641,13.3524,36.3451,Amhara,North Gondar,,No,,Yes,Battle,Sudan & Ethiopan Army,,Explosive/Remote Violence,Amharan Special Forces (ASF) clashed with FANO militants in Metema Town on January 18 during a disarmament operation during Timket celebrations.,0,0,No,No,,conflict oriented,
2023-02-02,,37PBL7595105598,9.0915,36.9615,Oromia,East Wellega,Ano,No,,Yes,Armed Clash,OLA,Civilians,Crime,"Sources have reported that clashes between Jarso Oromos and Geri Somalis have been ongoing since yesterday (January 13th) in shared border areas of the Chinaksen woreda in the East Hararghe Zone of Oromia (with a few woredas in the Fafen Zone of the Somali Region) and the Tullu Guled woreda located in the Fafen Zone of the Somali Region. Casualties have been reported on both sides, with regional government security forces from both sides participating in the fighting. The violence is believed to have started following news that the Oromia administration is building a dam at Merar, approximately 25 km from Jigjiga, the capital city of the Somali Region.",60,0,No,No,VOA,crime oriented,
2023-01-30,,37PDL3583083690,9.803,38.4149,Oromia,North Shewa,Gebre Guracha,No,,Yes,Crime,UAG,Chinese nationals,Crime,"ENDF clashed with OLA during security operations in Sibaaosole Kebele, Jeldu Woreda. 22 killed and 9 captured as well as OLA weapons seized.",1,0,No,No,,crime oriented,
2023-01-30,,37PBL3156805772,9.0906,36.5579,Oromia,East Wellega,,Yes,Explosive device,Yes,Crime/Killing,UAG,Wegage Hotel/ENDF Military base,Explosive/Remote Violence,"ENDF clashed with OLA in Dano Woreda, with ENDF reportedly repulsed by OLA fighters and the capture of ENDF soldiers along with a commander.",0,0,No,No,,conflict/crime,
2023-01-29,,37NCG6284609709,5.5148,37.7618,SNNP,,,No,,Yes,Crime,OLA,Civilains,Crime,OLA-Shene forces reportedly engaging in battles in Were Jiru town with GOE security forces,Mulitiple,0,No,No,,crime oriented,
2023-01-27,,37PEM8471977927,10.6549,39.7746,Amhara,North Shewa,,No,,Yes,Armed Clash,GOE & rebels,,Crime,Gunfire reported in or near Feth Mosque in Addis Ketama. Security deployed and entry/exit from the mosque prohibited.,0,0,No,No,,conflict oriented,
2023-01-26,,37NDG1720154493,5.9207,38.252,SNNP,Gedeo,Gedeb Town,No,,Yes,Armed Clash,OLA,"Bank, Presion",Crime,"OLA-Shene reportedly entered Bule Hora and engaged in Skirmishes with local GOE security forces, killing 8, before freeing 800 detainees detained by authorities in town.",5,0,No,No,,conflict oriented,
2023-01-26,,37PDK5737462458,8.7068,38.6125,Oromia,Southwest Shewa,,No,,Yes,Intercommunal Violence,Unidentified Individuals,Ortodox Chruch,Miscellaneous,"Sources reported that OLA militants captured the district of Anfilo in the Kelem Wollega Zone of the Oromia Region on January 5, 2023 morning after intense clashes between the OLA and government security forces, which resulted in heavy casualties in the towns of Mugi and Ashi",0,0,No,No,,crime oriented,
2023-01-26,,37PDL2767442418,9.4296,38.3412,Oromia,West Shewa,,No,,No,Kidnapping,UAG,Factory employees,Crime,Two reportedly killed in a clash between SNNP police and residents in Ateye Kebele,0,0,No,No,,crime oriented,
2023-01-23,,38PKR3440034604,9.3513,42.5819,Somali,Fafan,,No,,No,Protest,Residents,Against regional prsident,Demonstration,"Hand grenade thrown at the residence of a high ranking police official, injuring his wife",0,0,No,No,,Unknown,
2023-01-21,,37PFM0628318068,10.113,39.9701,Amhara,North Shewa,Jewaha/Senbete,No,,Yes,Armed Clash,UAG & Amhra special force,,Crime,Kebene Community (Gurage Zone) members protested in support of special woreda status for Gurage,98,0,No,No,,conflict oriented,
2023-01-21,,37NDG1802823600,5.6413,38.2598,Oromia,Guji,Kalaltu Sawa Village,No,,Yes,Battle,OLA,ENDF,Explosive/Remote Violence,Altercations reported between Afar and Issa-Somali communities,47,33,Yes,No,,conflict oriented,
2023-01-18,,37PGL2078459260,9.5767,41.0116,Somali,Sitti,,No,,Yes,Intercommunal Violence,Afar & Somali Issa tribes,,Miscellaneous,Armed conflict in Awash National Park sparked by the incursion of Afari youth in search of camels resulted in 4 fatalities.,5,0,No,No,,conflict oriented,
2023-01-18,23:30,37PCP3185093966,12.6051,37.452,Amhara,Central Gondar,Gondar City,No,,Yes,Intercommunal Violence,UAG,Amhara special force,Miscellaneous,"On December 28, sources reported yesterday, around 7:45 p.m., a bomb (possibly a grenade) exploded at a hotel called the Hatric Butchery & Jambo House in Dhadachaa Arara Kebele, Bole sub-city in Adama City, of the Oromia Region, killing one person and injuring many. 11 Suspects who may have been involved in the attack are currently under investigation by the police.",0,2,Yes,No,,conflict oriented,
2023-01-18,,37PAQ9255533739,12.9539,36.1665,Amhara,North Gondar,Metema Town,No,,Yes,Intercommunal Violence,Amhra Special Force & FANO,,Miscellaneous,"On December 24,2022 conflict was reported at Awash National Park, bordering Afar and Oromia regions. It is said that the conflict was triggered after two Afar youths who went to the neighboring Oromia kebeles in search of lost camels were shot and one of the two youths died immediately. the conflict escalated after the residents from the Afar side who heard about the shooting arrived at the scene. As a result, a heavy fight between Afar residents and OLF shene took place. According to the Afar region deputy police commissioner 5 people have died from the Afar side. He added that currently fighting has stopped but the OLF shene members hide themselves within the bordering Oromo community.",0,0,No,No,,conflict oriented,
2023-01-13,,38PKR3697154009,9.5268,42.6041,Oromia,East Hararge,,No,,Yes,Intercommunal Violence,Oromo & Somali clans,Oromo Admin building,Miscellaneous,"inter clan conflict between residents of the Qarasodi Kebele in Korahe Zone and Sanweyne Kebele in the El Ogaden Woreda caused tension, violence, and protests killing 1 and injuring three others. Following protests, Somali Regional Forces reportedly killed a second person. The conflict was reportedly triggered by a water well project in disputed lands.",3,12,Yes,No,,conflict oriented,
2023-01-13,,38PKR5323763832,9.6166,42.7516,Somali,Fafan,,No,,Yes,Intercommunal Violence,Oromo & Somali clans,,Miscellaneous,"A grenade explosion in a grocery in the Goro area in Woreda 9, Lemi Kura sub-city, injuring seven people",3,12,Yes,No,,conflict oriented,
2023-01-12,,37PDL0346132125,9.3361,38.1209,Oromia,West Shewa,,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"sources reported that an armed group (potentially Gumuz Liberation Army) that came from the Benishangul-Gumuz Region, Kamashi Zone, Anger Waja (Kebele) border area allegedly entered village 8, Limu Woreda in the East Wollega Zone and suddenly opened an attack against civilians with alleged casualties being reported.",22,0,No,No,,conflcit oriented,
2023-01-12,,37PCK1356170778,8.7784,37.305,Oromia,West Shewa,,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"Sources confirmed that the conflict between Afar and Issa-Somali communities continues to intensify in Korkoro and Gedamaytu Kebele in Hanruka Woreda of Zone 3 (Gebi Resu) and a new eruption of conflict is also ongoing in a locality called Kahoo, in Simurobi Gele'alo Woreda in Zone 5 (Hari Rasu), on the border areas of Zone 3.",0,0,No,No,,conflcit oriented,
2023-01-08,,36PYR6057562156,9.6006,35.3741,Oromia,West Wollega,Were Jiru Town,No,,Yes,Armed Clash,OLA,GOE forces,Crime,"Multiple sources reported that the OLA/Shene attacked and controlled several kebeles in Dera Woreda, including Jiru Dada and Gundo Meskel areas in the North Shewa Zone, Oromia Region. Reportedly, the group?s fighters killed some ethnic Amhara civilians and robbed and/or vandalized private and government property, including many banks",0,0,No,No,,conflict oriented,
2023-01-08,,37PDK7084799362,9.0407,38.7347,Addis Ababa,Addis Ababa,,No,,No,Protest,Police,Muslim,Demonstration,Armed clash between Gambella Regional Security Forces and armed Murle Tribesmen crossing from South Sudan. The Murle tribesmen reportedly ambushed a vehicle. Two Gambella security forces were reportedly killed and one wounded.,0,0,No,No,,conflcit oriented,
2023-01-07,,37NDG1571723113,5.6368,38.2389,Oromia,West Guji,Bule Hora,No,,Yes,Armed Clash,OLA,Detainees,Crime,Armed clash between Afar and Issa clans in Gedamaytu Kebele of Amibara Woreda and Korkoro Kebele of Hanruka Woreda,8,0,No,No,,conflict oriented,
2023-01-05,,36PXQ7485837206,8.4754,34.5885,Oromia,Kelem Wolega,Mugi,No,,Yes,Armed Clash,OLA & ENDF,Civilains,Crime,"OLA Shene militants attacked civilians and set fire to trucks in Koka Town, located on the main expressway between Mojo and Ziway (Adama Tulu Town)",0,0,No,No,,conflict oriented,
2023-01-04,,37NCG2439318246,5.5911,37.4146,SNNP,,,No,,Yes,Armed Clash,SNNP police & residents,Unclear,Crime,"UAG reportedly attacked and attempted to capture Nedjo, Lalo Asbai, Boji Dirmaji woredas of West Wollega Zone.",2,0,No,No,,conflict oriented,
2023-01-04,,37PCN2330078884,11.5644,37.3796,Amhara,Bahir Dar,,Yes,Grenade,Yes,Crime,Unclear,Police official,Explosive/Remote Violence,UAG reportedly attacked and captured Babo Gambel and Jarso Woredas in West Wollega Zone,0,1,Yes,No,,crime oriented,
